gid,role,role_score,cluster_id,priority_score,evidence,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pagerank,betweenness,pass_through,depth,is_seed,truncated_by_depth,active_days,data_quality
100000002224132100,peripheral,0.55,11,0.704287,"Правило: пороги других ролей не выполнены; вход 5 / 3,951,020 KZT; выход 4 / 12,115,000 KZT; операций 10/25; дней 15",5,4,3951020.0,12115000.0,10,25,0.006338446801886693,1.3913624220837043e-05,3.0662968043695047,2,False,False,15,1.0
100000002227960100,peripheral,0.4,10,0.078062,"Правило: глубина 4; продолжение вне обхода неизвестно; вход 1 / 10,000 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,10000.0,0.0,1,0,0.00029779468169248224,0.0,0.0,4,False,True,1,0.4125
100000002227989100,peripheral,0.4,10,0.091044,"Правило: глубина 4; продолжение вне обхода неизвестно; вход 1 / 20,000 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,20000.0,0.0,1,0,0.00039215501899027587,0.0,0.0,4,False,True,1,0.4125
100000002229615100,peripheral,0.4,10,0.096802,"Правило: глубина 4; продолжение вне обхода неизвестно; вход 1 / 25,000 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,25000.0,0.0,1,0,0.0007137725700418247,0.0,0.0,4,False,True,1,0.4125
100000002231144100,peripheral,0.4,10,0.084232,"Правило: глубина 4; продолжение вне обхода неизвестно; вход 1 / 15,000 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,15000.0,0.0,1,0,0.00036512558563129975,0.0,0.0,4,False,True,1,0.4125
100000002232266100,terminal,0.81,3,0.288013,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 45,000 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,45000.0,0.0,1,0,0.0002931207985958526,0.0,0.0,3,False,False,1,0.75
100000002236528100,terminal,0.81,0,0.305904,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 66,000 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,66000.0,0.0,1,0,0.0003055512579819882,0.0,0.0,3,False,False,1,0.75
100000002241986100,distributor,0.96,5,0.930208,"Правило: ≥3 выхода, seed или исходящих ≥1,5× входящих; вход 1 / 280,000 KZT; выход 6 / 3,077,000 KZT; операций 1/12; дней 12",1,6,280000.0,3077000.0,1,12,0.0002930366838655764,2.0870436331255566e-05,10.989285714285714,3,False,False,12,1.0
100000002242066100,peripheral,0.4,14,0.11889,"Правило: глубина 4; продолжение вне обхода неизвестно; вход 1 / 60,000 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,60000.0,0.0,1,0,0.0005306041957617889,0.0,0.0,4,False,True,1,0.4125
100000002242455100,peripheral,0.4,5,0.131735,"Правило: глубина 4; продолжение вне обхода неизвестно; вход 1 / 110,000 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,110000.0,0.0,1,0,0.0005290205265932563,0.0,0.0,4,False,True,1,0.4125
100000002243354100,terminal,0.81,4,0.255108,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 20,879 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,20879.0,0.0,1,0,0.0002883865477262423,0.0,0.0,1,False,False,1,0.75
100000002255058100,terminal,0.84,10,0.540112,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 491,500 KZT; выход 0 / 0 KZT; операций 2/0; дней 2",1,0,491500.0,0.0,2,0,0.0004236117154828695,0.0,0.0,3,False,False,2,1.0
100000002257794100,terminal,0.81,21,0.337724,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 154,000 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,154000.0,0.0,1,0,0.0008545062965519647,0.0,0.0,3,False,False,1,0.75
100000002258492100,peripheral,0.4,18,0.076135,"Правило: глубина 4; продолжение вне обхода неизвестно; вход 1 / 9,000 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,9000.0,0.0,1,0,0.0005369136662180564,0.0,0.0,4,False,True,1,0.4125
100000002267998100,distributor,0.855,20,0.88254,"Правило: ≥3 выхода, seed или исходящих ≥1,5× входящих; вход 2 / 420,000 KZT; выход 3 / 1,115,000 KZT; операций 4/12; дней 12",2,3,420000.0,1115000.0,4,12,0.001590317553499776,1.0435218165627783e-05,2.6547619047619047,2,False,False,12,1.0
100000002284426100,terminal,0.84,5,0.4631,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 90,000 KZT; выход 0 / 0 KZT; операций 2/0; дней 2",1,0,90000.0,0.0,2,0,0.00028692994929725864,0.0,0.0,3,False,False,2,1.0
100000002289937100,terminal,0.81,4,0.252273,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 20,000 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,20000.0,0.0,1,0,0.00028820344501782354,0.0,0.0,1,False,False,1,0.75
100000002293421100,transit,0.900593,10,0.757198,"Правило: есть вход и выход, отношение сумм 0,5–2; вход 2 / 41,000 KZT; выход 2 / 47,000 KZT; операций 6/5; дней 8",2,2,41000.0,47000.0,6,5,0.0009669905170503947,3.478406055209261e-06,1.146341463414634,2,False,False,8,1.0
100000002299948100,terminal,0.81,16,0.221787,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 6,750 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,6750.0,0.0,1,0,0.0002914315903164393,0.0,0.0,2,False,False,1,0.75
100000002301828100,terminal,0.81,14,0.289889,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 46,977 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,46977.0,0.0,1,0,0.00029137746995644295,0.0,0.0,3,False,False,1,0.75
100000002304943100,peripheral,0.4,10,0.084232,"Правило: глубина 4; продолжение вне обхода неизвестно; вход 1 / 15,000 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,15000.0,0.0,1,0,0.00030467337976153774,0.0,0.0,4,False,True,1,0.4125
100000002305007100,terminal,0.81,7,0.300816,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 56,000 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,56000.0,0.0,1,0,0.00029271359647592795,0.0,0.0,3,False,False,1,0.75
100000002305477100,peripheral,0.4,10,0.091044,"Правило: глубина 4; продолжение вне обхода неизвестно; вход 1 / 20,000 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,20000.0,0.0,1,0,0.0003115520778305932,0.0,0.0,4,False,True,1,0.4125
100000002306369100,distributor,0.96,0,0.858911,"Правило: ≥3 выхода, seed или исходящих ≥1,5× входящих; вход 1 / 73,166 KZT; выход 6 / 260,900 KZT; операций 1/9; дней 5",1,6,73166.0,260900.0,1,9,0.00029765992595882023,3.478406055209261e-06,3.5658639258672062,1,False,False,5,1.0
100000002308091100,terminal,0.81,9,0.344021,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 186,720 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,186720.0,0.0,1,0,0.000557718280147497,0.0,0.0,3,False,False,1,0.75
100000002320495100,peripheral,0.4,14,0.082328,"Правило: глубина 4; продолжение вне обхода неизвестно; вход 1 / 13,526 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,13526.27,0.0,1,0,0.0005322429226077481,0.0,0.0,4,False,True,1,0.4125
100000002324543100,terminal,0.81,13,0.273125,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 30,202 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,30202.0,0.0,1,0,0.0002872596210972349,0.0,0.0,1,False,False,1,0.75
100000002335358100,terminal,0.84,2,0.484063,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 140,000 KZT; выход 0 / 0 KZT; операций 2/0; дней 2",1,0,140000.0,0.0,2,0,0.0006085156756762647,0.0,0.0,2,False,False,2,1.0
100000002340562100,terminal,0.84,13,0.413444,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 36,650 KZT; выход 0 / 0 KZT; операций 2/0; дней 2",1,0,36650.0,0.0,2,0,0.0005277216142014977,0.0,0.0,2,False,False,2,1.0
100000002343825100,consolidator,0.835,1,0.841956,"Правило: 3 входа или больше, входящих ≥1,5× исходящих; вход 3 / 350,000 KZT; выход 2 / 89,800 KZT; операций 4/2; дней 3",3,2,350000.0,89800.0,4,2,0.0003318282007038669,6.956812110418522e-06,0.25657142857142856,3,False,False,3,1.0
100000002346166100,terminal,0.81,7,0.220536,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 6,000 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,6000.0,0.0,1,0,0.0002849668902959666,0.0,0.0,3,False,False,1,0.75
100000002356167100,peripheral,0.55,5,0.59648,"Правило: пороги других ролей не выполнены; вход 1 / 300,000 KZT; выход 2 / 29,500 KZT; операций 1/3; дней 3",1,2,300000.0,29500.0,1,3,0.0002936794980306625,6.956812110418522e-06,0.09833333333333333,3,False,False,3,1.0
100000002369443100,terminal,0.81,7,0.294227,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 50,000 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,50000.0,0.0,1,0,0.0002917839917343326,0.0,0.0,3,False,False,1,0.75
100000002369454100,peripheral,0.4,3,0.096802,"Правило: глубина 4; продолжение вне обхода неизвестно; вход 1 / 25,000 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,25000.0,0.0,1,0,0.0004263475289872221,0.0,0.0,4,False,True,1,0.4125
100000002369510100,terminal,0.81,7,0.280506,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 37,150 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,37150.0,0.0,1,0,0.00028979308824608253,0.0,0.0,3,False,False,1,0.75
100000002369874100,terminal,0.9,1,0.657742,"Правило: есть вход, выхода нет в пределах обхода; вход 4 / 600,000 KZT; выход 0 / 0 KZT; операций 4/0; дней 1",4,0,600000.0,0.0,4,0,0.00033553107702303375,0.0,0.0,3,False,False,1,1.0
100000002371751100,transit,0.875614,43,0.717743,"Правило: есть вход и выход, отношение сумм 0,5–2; вход 1 / 200,000 KZT; выход 1 / 250,000 KZT; операций 5/1; дней 4",1,1,200000.0,250000.0,5,1,0.0005254689783299714,0.0,1.25,1,False,False,4,1.0
100000002371892100,peripheral,0.4,2,0.109715,"Правило: глубина 4; продолжение вне обхода неизвестно; вход 1 / 43,830 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,43830.0,0.0,1,0,0.00030485945183026834,0.0,0.0,4,False,True,1,0.4125
100000002373144100,peripheral,0.55,3,0.469156,"Правило: пороги других ролей не выполнены; вход 1 / 46,468 KZT; выход 1 / 10,764 KZT; операций 1/1; дней 2",1,1,46468.0,10764.0,1,1,0.0002881268228282139,3.478406055209261e-06,0.2316432813979513,3,False,False,2,1.0
100000002373386100,terminal,0.81,7,0.260447,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 24,000 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,24000.0,0.0,1,0,0.0002877557045207527,0.0,0.0,3,False,False,1,0.75
100000002380341100,terminal,0.81,0,0.301316,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 57,566 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,57566.4,0.0,1,0,0.0003074312838035195,0.0,0.0,3,False,False,1,0.75
100000002391278100,transit,0.777432,12,0.618074,"Правило: есть вход и выход, отношение сумм 0,5–2; вход 1 / 30,000 KZT; выход 1 / 52,700 KZT; операций 5/2; дней 6",1,1,30000.0,52700.0,5,2,0.0003963265331398333,0.0,1.7566666666666666,3,False,False,6,1.0
100000002394199100,peripheral,0.55,13,0.503453,"Правило: пороги других ролей не выполнены; вход 1 / 277,398 KZT; выход 1 / 76,777 KZT; операций 3/1; дней 3",1,1,277398.0,76777.0,3,1,0.0031600985082924082,0.0,0.2767756076107254,3,False,False,3,1.0
100000002398779100,consolidator,0.96,0,0.920497,"Правило: 3 входа или больше, входящих ≥1,5× исходящих; вход 13 / 1,095,690 KZT; выход 1 / 66,000 KZT; операций 28/3; дней 5",13,1,1095690.0,66000.0,28,3,0.0015896782268532456,3.478406055209261e-06,0.06023601566136407,2,False,False,5,1.0
100000002404112100,peripheral,0.4,23,0.11889,"Правило: глубина 4; продолжение вне обхода неизвестно; вход 1 / 60,000 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,60000.0,0.0,1,0,0.0003281641708077137,0.0,0.0,4,False,True,1,0.4125
100000002432143100,terminal,0.81,0,0.312243,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 81,310 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,81310.0,0.0,1,0,0.000333345753269067,0.0,0.0,2,False,False,1,0.75
100000002433697100,transit,0.861798,5,0.715577,"Правило: есть вход и выход, отношение сумм 0,5–2; вход 1 / 130,000 KZT; выход 1 / 110,000 KZT; операций 1/1; дней 1",1,1,130000.0,110000.0,1,1,0.0002882155776274308,3.478406055209261e-06,0.8461538461538461,3,False,False,1,1.0
100000002435265100,terminal,0.87,0,0.498744,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 132,628 KZT; выход 0 / 0 KZT; операций 3/0; дней 3",1,0,132628.0,0.0,3,0,0.0002914547489072104,0.0,0.0,3,False,False,3,1.0
100000002443664100,terminal,0.87,1,0.636054,"Правило: есть вход, выхода нет в пределах обхода; вход 3 / 556,880 KZT; выход 0 / 0 KZT; операций 3/0; дней 1",3,0,556880.0,0.0,3,0,0.00033688888033672277,0.0,0.0,2,False,False,1,1.0
100000002445750100,peripheral,0.55,0,0.483002,"Правило: пороги других ролей не выполнены; вход 1 / 70,000 KZT; выход 1 / 10,000 KZT; операций 1/1; дней 2",1,1,70000.0,10000.0,1,1,0.0005340916626611515,3.478406055209261e-06,0.14285714285714285,2,False,False,2,1.0
100000002448088100,consolidator,0.815,10,0.702393,"Правило: 3 входа или больше, входящих ≥1,5× исходящих; вход 3 / 20,000 KZT; выход 1 / 25,000 KZT; операций 3/1; дней 2",3,1,20000.0,25000.0,3,1,0.000505570922798488,3.478406055209261e-06,1.25,3,False,False,2,1.0
100000002454724100,terminal,0.87,25,0.496909,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 125,000 KZT; выход 0 / 0 KZT; операций 3/0; дней 3",1,0,125000.0,0.0,3,0,0.00029951105610636454,0.0,0.0,2,False,False,3,1.0
100000002457464100,terminal,0.81,16,0.306237,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 66,647 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,66647.0,0.0,1,0,0.0003203962122361654,0.0,0.0,2,False,False,1,0.75
100000002459093100,peripheral,0.55,12,0.526096,"Правило: пороги других ролей не выполнены; вход 1 / 500,000 KZT; выход 1 / 55,000 KZT; операций 2/3; дней 4",1,1,500000.0,55000.0,2,3,0.00038703468218482336,0.0,0.11,2,False,False,4,1.0
100000002459163100,terminal,0.81,41,0.254441,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 20,180 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,20180.0,0.0,1,0,0.0003626489192944923,0.0,0.0,2,False,False,1,0.75
100000002459164100,terminal,0.81,14,0.252273,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 20,000 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,20000.0,0.0,1,0,0.0005386020391033434,0.0,0.0,3,False,False,1,0.75
100000002459240100,terminal,0.81,5,0.335847,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 150,000 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,150000.0,0.0,1,0,0.00028885839179251685,0.0,0.0,3,False,False,1,0.75
100000002459832100,terminal,0.84,10,0.630771,"Правило: есть вход, выхода нет в пределах обхода; вход 2 / 880,606 KZT; выход 0 / 0 KZT; операций 2/0; дней 2",2,0,880606.0,0.0,2,0,0.0003908552217771866,0.0,0.0,3,False,False,2,1.0
100000002462183100,terminal,0.87,36,0.490514,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 107,500 KZT; выход 0 / 0 KZT; операций 3/0; дней 3",1,0,107500.0,0.0,3,0,0.00037811237834077505,0.0,0.0,1,False,False,3,1.0
100000002469065100,terminal,0.81,10,0.347149,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 200,000 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,200000.0,0.0,1,0,0.0003169377281912444,0.0,0.0,2,False,False,1,0.75
100000002472632100,peripheral,0.55,22,0.616165,"Правило: пороги других ролей не выполнены; вход 2 / 502,400 KZT; выход 1 / 20,000 KZT; операций 3/1; дней 3",2,1,502400.0,20000.0,3,1,0.0009788555070815383,6.956812110418522e-06,0.03980891719745223,3,False,False,3,1.0
100000002474570100,peripheral,0.4,9,0.074277,"Правило: глубина 4; продолжение вне обхода неизвестно; вход 1 / 6,750 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,6750.0,0.0,1,0,0.00028762572594513166,0.0,0.0,4,False,True,1,0.4125
100000002475601100,terminal,0.81,10,0.351778,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 232,301 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,232301.0,0.0,1,0,0.00030046663178529736,0.0,0.0,3,False,False,1,0.75
100000002478829100,peripheral,0.4,10,0.104738,"Правило: глубина 4; продолжение вне обхода неизвестно; вход 1 / 34,000 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,34000.0,0.0,1,0,0.00038507250370261095,0.0,0.0,4,False,True,1,0.4125
100000002479804100,transit,0.853607,16,0.645539,"Правило: есть вход и выход, отношение сумм 0,5–2; вход 1 / 46,000 KZT; выход 2 / 35,300 KZT; операций 1/2; дней 3",1,2,46000.0,35300.0,1,2,0.0002953599728844193,0.0,0.7673913043478261,1,False,False,3,1.0
100000002480800100,terminal,0.84,3,0.603002,"Правило: есть вход, выхода нет в пределах обхода; вход 2 / 569,251 KZT; выход 0 / 0 KZT; операций 2/0; дней 1",2,0,569251.0,0.0,2,0,0.0006369754620696888,0.0,0.0,1,False,False,1,1.0
100000002481735100,terminal,0.84,2,0.382973,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 22,436 KZT; выход 0 / 0 KZT; операций 2/0; дней 2",1,0,22436.0,0.0,2,0,0.00036065608803984955,0.0,0.0,2,False,False,2,1.0
100000002481974100,peripheral,0.55,15,0.625017,"Правило: пороги других ролей не выполнены; вход 2 / 89,447 KZT; выход 2 / 318,000 KZT; операций 2/4; дней 5",2,2,89447.0,318000.0,2,4,0.00032981202042655657,6.956812110418522e-06,3.5551779265934016,3,False,False,5,1.0
100000002487222100,peripheral,0.4,5,0.188375,"Правило: глубина 4; продолжение вне обхода неизвестно; вход 1 / 90,000 KZT; выход 0 / 0 KZT; операций 2/0; дней 2",1,0,90000.0,0.0,2,0,0.00030872898228169715,0.0,0.0,4,False,True,2,0.55
100000002488629100,terminal,0.81,12,0.309031,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 73,050 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,73050.0,0.0,1,0,0.00029778933230676014,0.0,0.0,2,False,False,1,0.75
100000002489253100,terminal,0.81,2,0.296187,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 51,000 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,51000.0,0.0,1,0,0.00030018469806741285,0.0,0.0,2,False,False,1,0.75
100000002492277100,terminal,0.81,0,0.332511,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 138,500 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,138500.0,0.0,1,0,0.00030572446617998465,0.0,0.0,2,False,False,1,0.75
100000002505277100,peripheral,0.4,0,0.11889,"Правило: глубина 4; продолжение вне обхода неизвестно; вход 1 / 60,000 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,60000.0,0.0,1,0,0.0004053235855886154,0.0,0.0,4,False,True,1,0.4125
100000002506987100,peripheral,0.4,8,0.099944,"Правило: глубина 4; продолжение вне обхода неизвестно; вход 1 / 28,200 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,28200.0,0.0,1,0,0.0002945131922453073,0.0,0.0,4,False,True,1,0.4125
100000002508637100,peripheral,0.55,10,0.54945,"Правило: пороги других ролей не выполнены; вход 1 / 306,410 KZT; выход 1 / 8,000 KZT; операций 1/1; дней 2",1,1,306410.0,8000.0,1,1,0.0003057079455111431,3.478406055209261e-06,0.02610880845925394,3,False,False,2,1.0
100000002509598100,terminal,0.81,9,0.360953,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 305,550 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,305550.0,0.0,1,0,0.0002984870024133422,0.0,0.0,3,False,False,1,0.75
100000002511581100,terminal,0.81,7,0.247268,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 17,600 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,17600.0,0.0,1,0,0.0002867641261297177,0.0,0.0,3,False,False,1,0.75
100000002511825100,terminal,0.81,0,0.30532,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 65,000 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,65000.0,0.0,1,0,0.00029613951372441176,0.0,0.0,1,False,False,1,0.75
100000002512742100,peripheral,0.4,9,0.073589,"Правило: глубина 4; продолжение вне обхода неизвестно; вход 1 / 6,000 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,6000.0,0.0,1,0,0.00028722701034615826,0.0,0.0,4,False,True,1,0.4125
100000002513028100,distributor,0.855,0,0.839458,"Правило: ≥3 выхода, seed или исходящих ≥1,5× входящих; вход 1 / 9,500 KZT; выход 3 / 332,709 KZT; операций 1/24; дней 16",1,3,9500.0,332709.0,1,24,0.0003039171160689217,1.0435218165627783e-05,35.022,3,False,False,16,1.0
100000002514975100,peripheral,0.4,23,0.088521,"Правило: глубина 4; продолжение вне обхода неизвестно; вход 1 / 17,920 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,17920.0,0.0,1,0,0.0005278984515331495,0.0,0.0,4,False,True,1,0.4125
100000002516862100,peripheral,0.4,0,0.193874,"Правило: глубина 4; продолжение вне обхода неизвестно; вход 1 / 81,710 KZT; выход 0 / 0 KZT; операций 5/0; дней 3",1,0,81710.0,0.0,5,0,0.0003474804368540159,0.0,0.0,4,False,True,3,0.55
100000002521039100,terminal,0.81,0,0.363955,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 349,370 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,349370.0,0.0,1,0,0.00030357644147605754,0.0,0.0,3,False,False,1,0.75
100000002527114100,distributor,0.96,4,0.778775,"Правило: ≥3 выхода, seed или исходящих ≥1,5× входящих; вход 3 / 129,000 KZT; выход 111 / 3,289,249 KZT; операций 4/113; дней 25; seed: вход неполон",3,111,129000.0,3289249.0,4,113,0.000806090343852237,0.0,25.49805426356589,0,True,False,25,0.9
100000002528544100,terminal,0.81,10,0.345439,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 192,912 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,192912.0,0.0,1,0,0.00029768086883683845,0.0,0.0,3,False,False,1,0.75
100000002528978100,peripheral,0.4,8,0.085906,"Правило: глубина 4; продолжение вне обхода неизвестно; вход 1 / 15,900 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,15900.0,0.0,1,0,0.0002899439137950054,0.0,0.0,4,False,True,1,0.4125
100000002529877100,peripheral,0.4,1,0.145726,"Правило: глубина 4; продолжение вне обхода неизвестно; вход 1 / 232,000 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,232000.0,0.0,1,0,0.00030417009036694644,0.0,0.0,4,False,True,1,0.4125
100000002529880100,terminal,0.84,1,0.544672,"Правило: есть вход, выхода нет в пределах обхода; вход 2 / 147,000 KZT; выход 0 / 0 KZT; операций 2/0; дней 1",2,0,147000.0,0.0,2,0,0.00030461053801655494,0.0,0.0,3,False,False,1,1.0
100000002530224100,terminal,0.81,1,0.327506,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 113,000 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,113000.0,0.0,1,0,0.0002898197835895953,0.0,0.0,3,False,False,1,0.75
100000002531406100,transit,0.908683,10,0.792224,"Правило: есть вход и выход, отношение сумм 0,5–2; вход 1 / 520,000 KZT; выход 1 / 500,000 KZT; операций 1/1; дней 2",1,1,520000.0,500000.0,1,1,0.00032081396770417496,3.478406055209261e-06,0.9615384615384616,3,False,False,2,1.0
100000002534091100,terminal,0.81,3,0.257069,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 22,200 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,22200.0,0.0,1,0,0.0002947611186291119,0.0,0.0,3,False,False,1,0.75
100000002537811100,peripheral,0.55,6,0.491131,"Правило: пороги других ролей не выполнены; вход 1 / 52,000 KZT; выход 1 / 15,000 KZT; операций 1/1; дней 2",1,1,52000.0,15000.0,1,1,0.0012191914715951482,1.3913624220837043e-05,0.28846153846153844,3,False,False,2,1.0
100000002539625100,terminal,0.81,1,0.319582,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 94,700 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,94700.0,0.0,1,0,0.00034309437955973396,0.0,0.0,2,False,False,1,0.75
100000002540033100,peripheral,0.4,1,0.078062,"Правило: глубина 4; продолжение вне обхода неизвестно; вход 1 / 10,000 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,10000.0,0.0,1,0,0.0005924161602082719,0.0,0.0,4,False,True,1,0.4125
100000002540623100,terminal,0.81,9,0.322627,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 100,000 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,100000.0,0.0,1,0,0.00033133863944775124,0.0,0.0,2,False,False,1,0.75
100000002546921100,terminal,0.81,8,0.252273,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 20,000 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,20000.0,0.0,1,0,0.00028967097201164404,0.0,0.0,3,False,False,1,0.75
100000002547110100,terminal,0.9,1,0.709009,"Правило: есть вход, выхода нет в пределах обхода; вход 6 / 1,500,000 KZT; выход 0 / 0 KZT; операций 10/0; дней 2",6,0,1500000.0,0.0,10,0,0.0005487451841142787,0.0,0.0,3,False,False,2,1.0
100000002548759100,terminal,0.84,1,0.586876,"Правило: есть вход, выхода нет в пределах обхода; вход 2 / 375,000 KZT; выход 0 / 0 KZT; операций 2/0; дней 1",2,0,375000.0,0.0,2,0,0.00030691811118577087,0.0,0.0,3,False,False,1,1.0
100000002550141100,terminal,0.81,15,0.323836,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 100,586 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,100586.0,0.0,1,0,0.00030608403744390966,0.0,0.0,3,False,False,1,0.75
100000002554175100,terminal,0.81,8,0.261447,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 24,621 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,24621.0,0.0,1,0,0.0002931468833481302,0.0,0.0,3,False,False,1,0.75
100000002556775100,terminal,0.81,5,0.359868,"Правило: есть вход, выхода нет в пределах обхода; вход 1 / 300,000 KZT; выход 0 / 0 KZT; операций 1/0; дней 1",1,0,300000.0,0.0,1,0,0.0002936794980306625,0.0,0.0,3,False,False,1,0.75
